Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
440_at	ASNS	5	3	12	0	-4	9	0.582300021										
64411_at	ARAP3	16	1	10	17	9	4	0.582606183										
8301_at	PICALM	-1	-4	-4	10	16	7	0.582623535										
2838_at	GPR15	15	16	16	13	0	-4	0.582625835										
9843_at	HEPH	3	16	8	10	12	-6	0.582856831										
4145_at	MATK	6	8	15	7	17	-1	0.582997194										
11245_at	GPR176	-2	3	2	6	-5	-6	0.583106253										
56995_at	TULP4	15	-5	14	5	17	-3	0.583237087										
10100_at	TSPAN2	6	7	7	-5	8	8	0.583679737										
10244_at	RABEPK	-4	-1	17	-4	9	13	0.584044164										
9118_at	INA	17	7	10	-5	-4	-1	0.584191843										
1294_at	COL7A1	13	-1	-6	0	16	-1	0.584192875										
2052_at	EPHX1	-4	-6	12	2	-3	0	0.584246783										
2327_at	FMO2	15	0	7	1	6	3	0.584668147										
11235_at	PDCD10	8	7	2	-3	3	8	0.585182436										
8992_at	ATP6V0E1	2	-4	4	-2	4	2	0.585238531										
9474_at	ATG5	3	-3	12	12	3	0	0.585725848										
55721_at	IQCC	15	13	16	-5	14	11	0.586012095										
2527_at	FUT5	5	5	-4	-1	8	6	0.586163241										
11130_at	ZWINT	5	6	-3	10	13	7	0.587128884										
80319_at	CXXC4	15	-1	5	4	-6	-4	0.587497145										
2590_at	GALNT2	8	11	4	5	3	-1	0.58762096										
22865_at	SLITRK3	9	9	11	11	-2	-2	0.58805695										
8233_at	ZRSR2	-4	16	0	3	-5	-6	0.588206809										
590_at	BCHE	11	-6	-2	12	9	12	0.588317527										
25999_at	CLIP3	17	6	12	7	0	15	0.588358271										
2873_at	GPS1	2	6	10	1	9	16	0.588384589										
54902_at	TTC19	-2	-2	8	-2	-2	-4	0.588591126										
79627_at	OGFRL1	11	-3	8	13	9	8	0.588745297										
8804_at	CREG1	9	17	-5	10	6	-1	0.589010089										
1837_at	DTNA	5	13	-6	-4	15	-6	0.589258228										
10519_at	CIB1	-1	17	5	-6	3	-2	0.589503597										
7163_at	TPD52	9	3	6	14	2	5	0.589957152										
54898_at	ELOVL2	5	16	-4	-5	16	0	0.590735927										
27348_at	TOR1B	16	6	14	-1	16	2	0.590774783										
7074_at	TIAM1	5	10	-5	-6	11	9	0.590947667										
9685_at	CLINT1	16	13	-2	13	0	0	0.591331025										
51373_at	MRPS17	-1	15	3	-4	7	0	0.592334957										
23191_at	CYFIP1	-1	11	16	10	17	-5	0.593483715										
7923_at	HSD17B8	11	-5	1	12	8	-3	0.593647656										
3799_at	KIF5B	7	2	5	3	10	8	0.593905137										
11098_at	PRSS23	-2	-1	11	5	6	1	0.593989573										
84296_at	GINS4	16	9	-1	15	15	12	0.594004346										
80235_at	PIGZ	15	-2	10	-1	6	11	0.594252795										
55336_at	FBXL8	4	2	-1	16	7	8	0.594283415										
26574_at	AATF	17	12	14	-4	8	-3	0.594416735										
1305_at	COL13A1	8	14	11	9	-4	13	0.595395763										
81930_at	KIF18A	3	14	3	-2	6	-6	0.595553836										
8800_at	PEX11A	17	12	-4	-5	15	15	0.596054814										
5118_at	PCOLCE	9	10	-4	15	4	4	0.596607661										
10016_at	PDCD6	10	-6	-5	-5	8	14	0.596707518										
4050_at	LTB	-6	6	-5	5	-4	14	0.596879994										
2569_at	GABRR1	-5	5	-6	-2	-6	11	0.597327676										
254102_at	EHBP1L1	8	15	16	5	0	-3	0.597570664										
10758_at	TRAF3IP2	1	8	4	11	7	-1	0.597635617										
3054_at	HCFC1	14	1	6	3	3	13	0.597676711										
7993_at	UBXN8	7	17	-5	-6	11	2	0.59791347										
55341_at	LSG1	7	8	15	-4	6	-3	0.598376134										
4759_at	NEU2	5	1	16	2	15	9	0.598717334										
91949_at	COG7	-4	11	-5	-2	3	12	0.599038509										
11148_at	HHLA2	8	6	0	2	6	5	0.599246817										
22992_at	KDM2A	11	17	-4	4	-4	-5	0.599427895										
51297_at	PLUNC	-1	16	1	12	9	11	0.59948972										
4803_at	NGF	14	-1	17	5	-1	11	0.599707038										
7430_at	EZR	5	6	9	14	-5	0	0.599788607										
64220_at	STRA6	16	7	9	16	10	8	0.600095979										
6263_at	RYR3	4	16	4	4	14	13	0.6001183										
9331_at	B4GALT6	6	15	6	-1	4	7	0.600627953										
4633_at	MYL2	14	6	9	-4	7	15	0.600871866										
5110_at	PCMT1	12	-2	2	17	-4	-1	0.601466165										
1995_at	ELAVL3	11	-5	17	4	-4	14	0.601638186										
26093_at	CCDC9	14	0	-5	1	4	3	0.601803595										
4969_at	OGN	-1	13	10	-2	8	10	0.601872364										
7516_at	XRCC2	5	7	-3	10	16	13	0.602328657										
2802_at	GOLGA3	13	5	16	7	13	11	0.602652686										
325_at	APCS	0	2	17	17	-4	17	0.60272415										
79089_at	TMUB2	7	-6	-4	0	17	15	0.602955202										
8809_at	IL18R1	1	-3	14	8	0	6	0.603247579										
7432_at	VIP	0	-2	11	9	7	4	0.60395267										
93594_at	WDR67	10	-6	17	3	11	3	0.604307679										
6124_at	RPL4	16	17	17	-3	11	15	0.60448735										
81626_at	C1orf14	17	-5	16	8	7	6	0.604616559										
959_at	CD40LG	11	-5	6	-6	-6	17	0.605032889										
55844_at	PPP2R2D	10	9	2	9	17	15	0.605133817										
4147_at	MATN2	6	-4	5	13	7	2	0.605174178										
26047_at	CNTNAP2	-1	6	5	-4	0	4	0.605888936										
4802_at	NFYC	8	-5	17	8	8	16	0.60748206										
9440_at	MED17	3	-5	1	2	9	10	0.608271335										
57604_at	C8orf79	4	3	-3	1	5	4	0.608443038										
7473_at	WNT3	13	5	11	-1	-3	1	0.608761974										
5301_at	PIN1L	14	12	8	14	11	-3	0.608974429										
55007_at	FAM118A	12	-6	12	14	-6	-5	0.608976926										
9463_at	PICK1	8	14	-2	10	-3	15	0.609042903										
2091_at	FBL	3	-4	1	3	7	12	0.609052301										
5800_at	PTPRO	3	14	13	9	-5	-5	0.609296683										
6573_at	SLC19A1	7	13	-4	12	15	0	0.609746923										
9450_at	LY86	17	10	-1	9	-6	4	0.609748247										
57060_at	PCBP4	11	0	-5	5	-5	10	0.609957895										
9841_at	ZBTB24	5	5	7	5	8	2	0.610063274										
26281_at	FGF20	0	-5	16	2	14	9	0.610495521										
2994_at	GYPB	4	4	11	2	7	11	0.610977456										
3925_at	STMN1	11	14	1	10	-3	12	0.611825607										
6567_at	SLC16A2	14	6	16	3	6	11	0.61182609										
23580_at	CDC42EP4	5	-2	-3	6	-4	5	0.611887385										
25974_at	MMACHC	-3	8	14	-5	5	3	0.612282718										
283450_at	C12orf51	15	12	15	5	-2	17	0.61308417										
29760_at	BLNK	8	-2	9	11	14	11	0.613316025										
6508_at	SLC4A3	13	5	5	-4	11	-5	0.61376848										
5340_at	PLG	8	8	6	0	0	-3	0.61383806										
51280_at	GOLM1	-2	9	4	7	17	6	0.614441966										
5099_at	PCDH7	-2	3	3	0	-1	8	0.614571058										
5495_at	PPM1B	-1	14	6	0	1	2	0.614751624										
3429_at	IFI27	12	13	13	17	7	4	0.616347261										
951_at	CD37	-5	0	8	10	2	-2	0.61642001										
54852_at	PAQR5	-3	14	-6	10	17	9	0.616630814										
1476_at	CSTB	5	-5	14	-5	8	-1	0.617605836										
1636_at	ACE	-4	10	-4	6	-6	13	0.618308451										
3690_at	ITGB3	3	5	3	12	4	0	0.618672275										
29888_at	STRN4	-3	16	7	6	-1	13	0.619114076										
79642_at	ARSJ	5	16	3	9	2	4	0.619666694										
10607_at	TBL3	8	8	13	-2	10	11	0.619680662										
8495_at	PPFIBP2	11	16	-2	2	9	7	0.620828985										
64577_at	ALDH8A1	5	0	0	-1	2	-2	0.620927337										
3386_at	ICAM4	1	0	-1	9	-1	16	0.622578781										
7105_at	TSPAN6	9	8	3	14	3	4	0.623029055										
9501_at	RPH3AL	8	6	-3	-3	-5	15	0.623754395										
10111_at	RAD50	3	17	-4	17	16	9	0.623930853										
56892_at	C8orf4	13	16	11	-3	-2	2	0.624466901										
4174_at	MCM5	7	13	-2	13	16	12	0.625534263										
2641_at	GCG	1	-5	14	10	-3	3	0.626140222										
403_at	ARL3	17	11	9	9	5	16	0.626156077										
7803_at	PTP4A1	2	-2	11	-5	6	-6	0.626646088										
2016_at	EMX1	4	-2	5	8	5	-5	0.626944232										
58472_at	SQRDL	5	-6	5	0	11	3	0.627295526										
10210_at	TOPORS	1	-3	17	10	10	3	0.627566077										
23386_at	NUDCD3	-4	7	7	9	4	-5	0.628643159										
54955_at	C1orf109	6	17	9	9	5	4	0.629282157										
627_at	BDNF	16	16	12	10	-6	-6	0.629315125										
8792_at	TNFRSF11A	14	6	13	5	8	14	0.629377442										
10342_at	TFG	9	14	6	0	1	-4	0.629684296										
4975_at	OMP	8	16	0	15	15	-3	0.629684996										
204851_at	HIPK1	-2	15	-3	-5	10	2	0.62973665										
10301_at	DLEU1	-5	-1	3	6	-1	0	0.629891793										
9283_at	GPR37L1	14	17	-2	-4	15	3	0.631409103										
1936_at	EEF1D	6	6	3	3	-4	-5	0.631586303										
6299_at	SALL1	8	-4	-1	11	-2	11	0.632150784										
5470_at	PPEF2	16	17	-3	-3	-1	6	0.632236801										
3980_at	LIG3	-5	4	13	9	-3	4	0.632327664										
10844_at	TUBGCP2	4	6	-3	2	0	-1	0.632351642										
4775_at	NFATC3	-1	-3	2	4	17	6	0.632417735										
7221_at	TRPC2	1	14	9	11	8	17	0.632539148										
9371_at	KIF3B	0	3	-1	9	-4	9	0.632636049										
55277_at	FGGY	3	-4	15	-6	13	17	0.63290786										
84172_at	POLR1B	7	9	7	10	7	14	0.633173182										
1727_at	CYB5R3	13	14	-3	1	-4	9	0.63318003										
5699_at	PSMB10	14	0	15	-2	9	-6	0.633260788										
1645_at	AKR1C1	14	-5	7	10	10	15	0.633275284										
6695_at	SPOCK1	8	9	8	7	2	10	0.6335268										
6046_at	BRD2	14	-3	17	6	-2	11	0.633807762										
23633_at	KPNA6	-2	3	-2	5	6	5	0.634124561										
64097_at	EPB41L4A	3	4	8	11	4	-6	0.634634196										
5741_at	PTH	-6	7	12	9	11	-1	0.634883206										
1605_at	DAG1	9	-5	4	11	4	14	0.635997009										
6228_at	RPS23	-2	-1	11	2	7	2	0.637653568										
55410_at	NCRNA00185	8	11	11	15	8	9	0.63778195										
1413_at	CRYBA4	4	12	14	9	6	4	0.63841265										
5792_at	PTPRF	-6	-6	9	1	6	3	0.638480204										
1184_at	CLCN5	0	-2	0	16	-6	1	0.638551083										
10384_at	BTN3A3	-4	-6	-3	6	12	-4	0.639094099										
4800_at	NFYA	-6	13	-2	13	10	12	0.63930278										
83700_at	JAM3	8	-4	13	-4	17	8	0.639375787										
55573_at	CDV3	-4	4	-1	0	3	-4	0.639417738										
25816_at	TNFAIP8	8	1	0	7	5	3	0.64017523										
23244_at	PDS5A	1	17	6	1	8	12	0.640452024										
65989_at	DLK2	3	13	6	14	7	6	0.641004736										
55210_at	ATAD3A	-1	2	14	3	1	15	0.641232361										
1053_at	CEBPE	15	10	-5	8	2	10	0.64277352										
954_at	ENTPD2	0	6	-4	-5	2	11	0.644004494										
10284_at	SAP18	12	-6	13	15	15	7	0.644707113										
3702_at	ITK	-4	10	5	7	-2	5	0.645703428										
29947_at	DNMT3L	3	7	5	-6	16	-3	0.64572113										
5826_at	ABCD4	6	12	-4	-5	4	2	0.646344091										
35_at	ACADS	12	3	-3	-1	9	10	0.646379648										
10926_at	DBF4	-3	6	6	15	7	6	0.646525002										
8346_at	HIST1H2BI	8	7	7	8	15	8	0.646758051										
1809_at	DPYSL3	10	14	-6	15	16	-2	0.647219452										
54825_at	CDHR2	12	17	15	-5	10	10	0.647459869										
79850_at	FAM57A	13	-3	7	1	1	15	0.647721526										
6277_at	S100A6	-6	-3	11	0	5	-1	0.648034503										
23161_at	SNX13	4	15	11	17	9	7	0.648153298										
51654_at	CDK5RAP1	-2	-2	-4	11	-3	10	0.648305885										
5459_at	POU4F3	6	5	-2	7	2	-1	0.648423545										
10746_at	MAP3K2	15	3	11	10	-6	3	0.648935273										
8801_at	SUCLG2	8	12	17	3	8	4	0.64963265										
23270_at	TSPYL4	14	11	5	10	17	-6	0.650378123										
656_at	BMP8B	2	12	10	2	8	14	0.650723119										
11017_at	SNRNP27	17	17	5	17	10	11	0.650735831										
712_at	C1QA	-4	12	0	5	2	1	0.651090522										
26580_at	BSCL2	7	17	7	13	-6	-3	0.65157161										
3937_at	LCP2	0	9	6	7	7	-2	0.653241861										
31_at	ACACA	-5	6	-5	-3	-3	-6	0.654500494										
10075_at	HUWE1	-6	-6	17	3	-6	16	0.654879614										
379_at	ARL4D	-5	6	-4	-2	6	-1	0.654926133										
6224_at	RPS20	6	10	-6	-6	4	4	0.656889919										
2801_at	GOLGA2	5	16	-1	12	8	-3	0.65805316										
10577_at	NPC2	3	17	2	0	12	6	0.658936486										
10148_at	EBI3	10	1	15	1	-5	2	0.65961718										
2117_at	ETV3	-4	-4	-6	10	-2	-3	0.659915975										
10500_at	SEMA6C	-5	4	-6	16	-2	-6	0.660981934										
2674_at	GFRA1	6	-5	11	-5	1	7	0.661360617										
9780_at	FAM38A	0	15	15	1	6	-2	0.662566152										
1522_at	CTSZ	6	-1	17	15	0	14	0.66305553										
6096_at	RORB	1	16	9	17	13	16	0.663059967										
6122_at	RPL3	15	-4	1	14	9	7	0.66466917										
80324_at	PUS1	1	11	-5	-1	8	10	0.66475082										
5348_at	FXYD1	9	17	12	0	12	-2	0.664787797										
5062_at	PAK2	5	16	3	2	17	-2	0.665151943										
84901_at	NFATC2IP	8	13	-3	4	4	10	0.665628979										
317781_at	DDX51	14	16	-4	2	1	7	0.666242471										
1361_at	CPB2	-4	3	5	7	-2	11	0.667126167										
11321_at	GPN1	17	-6	4	-4	16	-5	0.667802858										
10325_at	RRAGB	15	-6	5	-4	11	14	0.669116971										
55739_at	CARKD	13	10	11	8	-6	14	0.669175871										
80868_at	HCG4P6	1	-6	1	9	-5	-5	0.669404825										
6005_at	RHAG	-3	4	10	14	9	14	0.66958397										
3304_at	HSPA1B	6	8	0	1	8	-1	0.670591866										
9092_at	SART1	8	0	5	7	11	17	0.671244154										
51399_at	TRAPPC4	-5	-4	7	-3	8	3	0.671747195										
79618_at	HMBOX1	-5	1	-4	-1	2	7	0.672086071										
359_at	AQP2	-1	8	-4	-2	3	5	0.673144578										
231_at	AKR1B1	2	3	-1	-4	-5	10	0.673772897										
9696_at	CROCC	9	-2	14	11	10	-1	0.67412534										
155400_at	NSUN5P1	9	15	10	17	10	-6	0.674309946										
1120_at	CHKB	9	4	8	3	-1	-4	0.674803595										
1358_at	CPA2	9	6	7	-3	10	15	0.674915151										
54433_at	GAR1	-3	15	3	-3	15	17	0.674931994										
814_at	CAMK4	7	-2	-1	9	-4	1	0.675528197										
23322_at	RPGRIP1L	2	9	13	16	7	-4	0.676158843										
10913_at	EDAR	-4	-2	4	13	-1	5	0.676274542										
158586_at	ZXDB	-4	-6	3	-3	-2	-4	0.676686838										
2796_at	GNRH1	6	-3	-1	1	7	5	0.678264764										
54849_at	DEF8	10	14	14	17	6	12	0.679346844										
3977_at	LIFR	5	16	-5	15	-5	3	0.679847955										
1750_at	DLX6	-1	-5	-2	-4	4	3	0.679932934										
54502_at	RBM47	-4	-1	9	4	-3	3	0.680560257										
4780_at	NFE2L2	6	12	6	14	-4	0	0.680986368										
8775_at	NAPA	15	6	-5	9	0	5	0.681426066										
10588_at	MTHFS	12	-4	-4	-5	8	12	0.682039881										
27244_at	SESN1	5	12	2	3	16	-4	0.682732593										
972_at	CD74	16	7	-4	6	-3	9	0.684482151										
9170_at	LPAR2	7	-5	-2	17	-4	-3	0.684869273										
1293_at	COL6A3	10	-1	-5	2	17	9	0.688505303										
27136_at	MORC1	9	16	0	-4	1	-1	0.688724311										
4626_at	MYH8	-4	6	13	13	-4	1	0.689116538										
8518_at	IKBKAP	4	-6	7	-6	-3	-5	0.690301221										
79669_at	C3orf52	7	3	11	17	-3	7	0.690736079										
397_at	ARHGDIB	1	11	6	6	6	3	0.690914351										
2843_at	GPR20	3	-1	-6	-5	5	14	0.6910721										
904_at	CCNT1	13	1	5	2	14	5	0.691334029										
8411_at	EEA1	7	-3	3	6	7	1	0.691355254										
10661_at	KLF1	14	-5	4	5	2	-2	0.69172137										
10864_at	SLC22A7	13	9	-3	-6	-5	10	0.693301031										
89845_at	ABCC10	8	11	14	-2	5	15	0.693699609										
85477_at	SCIN	-1	8	9	4	0	10	0.694488237										
9550_at	ATP6V1G1	-1	15	10	-2	16	16	0.69485883										
320_at	APBA1	-6	9	6	8	0	15	0.695091627										
4188_at	MDFI	14	-1	-3	11	-6	12	0.697042281										
23564_at	DDAH2	6	4	-1	6	9	2	0.697707193										
26503_at	SLC17A5	-1	-4	9	14	-6	2	0.698110852										
3818_at	KLKB1	9	-2	-3	-3	-1	16	0.699069204										
56413_at	LTB4R2	14	-1	-1	7	-6	10	0.699334522										
55203_at	LGI2	14	0	0	-3	-3	-6	0.700133937										
1831_at	TSC22D3	-3	16	15	13	6	-3	0.700616333										
79747_at	C6orf103	6	12	-1	11	7	10	0.701610176										
4795_at	NFKBIL1	6	16	-1	0	12	-4	0.703788651										
157922_at	CAMSAP1	6	7	4	12	0	5	0.70489708										
10045_at	SH2D3A	13	14	2	9	13	12	0.706018632										
51179_at	HAO2	9	0	17	15	-4	0	0.706208047										
57125_at	PLXDC1	9	8	11	-1	8	2	0.708445827										
6185_at	RPN2	-2	0	-1	13	-4	-1	0.710136988										
11030_at	RBPMS	1	7	3	3	0	9	0.710660269										
381_at	ARF5	0	11	14	10	11	-6	0.710991304										
23028_at	KDM1A	16	-2	1	8	-1	8	0.711598303										
55254_at	TMEM39A	1	17	-4	-1	7	12	0.712011814										
5868_at	RAB5A	-4	15	4	17	14	6	0.712246088										
1060_at	CENPC1	11	-4	3	3	9	9	0.715497494										
29946_at	SERTAD3	5	-3	1	9	-1	8	0.716349856										
5469_at	MED1	1	-5	9	17	-6	-1	0.717826194										
2157_at	F8	-2	15	11	-5	11	2	0.719122488										
4723_at	NDUFV1	17	-1	4	14	7	2	0.719720027										
3933_at	LCN1	12	2	10	11	8	0	0.720062876										
54550_at	NECAB2	-6	-1	-4	13	-4	17	0.720704138										
747_at	DAGLA	11	9	-3	2	-2	-4	0.72363058										
3175_at	ONECUT1	15	9	0	13	2	7	0.723956574										
2192_at	FBLN1	-6	10	-2	-4	-2	-6	0.72968447										
25949_at	SYF2	4	11	5	12	15	13	0.730541219										
83468_at	GLT8D2	-5	-2	10	15	8	-5	0.731386314										
2289_at	FKBP5	4	17	10	10	3	7	0.733815572										
22920_at	KIFAP3	13	8	15	-5	16	-3	0.734567649										
1375_at	CPT1B	4	9	7	8	12	9	0.735717407										
10125_at	RASGRP1	1	-2	-5	6	-2	9	0.738145111										
10675_at	CSPG5	10	13	-4	11	15	17	0.73888066										
3087_at	HHEX	10	8	11	2	-5	-5	0.740008169										
25834_at	MGAT4C	-2	16	9	9	12	9	0.741259977										
8898_at	MTMR2	8	8	10	-6	3	5	0.744632894										
51557_at	LGSN	13	4	15	-2	16	5	0.745498531										
55937_at	APOM	10	5	3	10	-3	10	0.74886794										
7681_at	MKRN3	0	2	0	-1	8	2	0.751838187										
599_at	BCL2L2	9	16	13	7	-5	17	0.751965854										
3303_at	HSPA1A	9	7	-2	0	-3	0	0.752695772										
533_at	ATP6V0B	-5	-4	5	-1	-2	14	0.754727957										
79953_at	TMEM90B	-2	-3	4	12	4	7	0.755639712										
63036_at	CELA2A	4	10	-3	12	9	8	0.759251237										
9277_at	WDR46	-3	2	10	1	14	17	0.760748516										
7049_at	TGFBR3	7	16	1	9	11	-3	0.761992538										
8645_at	KCNK5	2	0	-4	-3	7	16	0.764190407										
10652_at	YKT6	13	15	3	15	0	4	0.769777289										
54913_at	RPP25	13	9	11	0	8	9	0.771236945										
5364_at	PLXNB1	10	-2	-6	2	1	7	0.775912104										
987_at	LRBA	2	8	10	9	13	9	0.780345845										
64106_at	NPFFR1	11	-1	6	9	3	-6	0.782350665										
4861_at	NPAS1	14	6	-3	0	1	-5	0.784006848										
2053_at	EPHX2	16	-4	-6	16	0	-2	0.789951759										
54806_at	AHI1	8	6	-6	-4	-6	13	0.792250228										
55273_at	TMEM100	-1	0	5	14	13	1	0.796969163										
64321_at	SOX17	-6	-5	-6	-3	13	9	0.800416304										
7023_at	TFAP4	11	4	10	17	16	10	0.80218224										
6949_at	TCOF1	10	10	-6	7	7	-3	0.802394408										
3932_at	LCK	5	-4	-2	6	5	14	0.810415498										
3557_at	IL1RN	16	-5	13	12	14	2	0.814645343										
10097_at	ACTR2	3	9	-1	15	10	4	0.825870703										
23023_at	TMCC1	2	9	10	3	10	-5	0.849313308										
4110_at	MAGEA11	7	-1	-4	-1	16	12	0.873950046										
100132323_at		2	7	17	8	-3	11	#N/A										
648390_at		-5	-4	0	-6	6	-3	#N/A										
100129973_at		0	4	11	1	-2	5	#N/A										
11261_at		17	15	13	8	17	-2	#N/A										
100130100_at		15	15	15	-4	-3	17	#N/A										
643332_at		-4	3	-5	-5	14	-1	#N/A										
23350_at		6	15	11	12	10	12	#N/A										
51765_at		-5	-3	17	-4	2	5	#N/A										
AFFX-CreX-3_at		8	13	-5	12	6	-6	#N/A										
79857_at		3	11	-1	4	4	3	#N/A										
AFFX-r2-Ec-bioD-3_at		8	12	9	11	-1	-5	#N/A										
AFFX-r2-P1-cre-5_at		9	13	11	11	11	17	#N/A										
388796_at		7	5	-3	-2	3	5	#N/A										
AFFX-ThrX-3_at		-6	9	11	-5	0	15	#N/A										
100133233_at		-4	-4	13	0	-5	1	#N/A										
23176_at	8-Sep	11	-5	-5	-5	-6	17	#N/A										
AFFX-r2-Hs18SrRNA-3_s_at		12	12	-4	14	-4	-4	#N/A										
AFFX-LysX-3_at		15	5	10	10	-5	15	#N/A										
9762_at		14	9	1	10	10	3	#N/A										
27065_at		7	7	6	-2	6	7	#N/A										
23138_at		17	11	-4	-2	-2	-2	#N/A										
AFFX-r2-Bs-phe-3_at		-6	-2	-4	11	9	6	#N/A										
AFFX-r2-Ec-bioC-3_at		9	13	8	10	-4	-5	#N/A										
100131005_at		11	7	-4	-4	16	11	#N/A										
AFFX-r2-Ec-bioC-5_at		7	12	8	12	-6	-5	#N/A										
283876_at		17	-4	9	9	16	9	#N/A										
23157_at	6-Sep	-1	1	11	13	-2	16	#N/A										
79667_at		7	14	15	15	15	14	#N/A										
AFFX-r2-Hs18SrRNA-M_x_at		11	13	-2	13	-3	6	#N/A										
29023_at		-6	-2	8	2	-2	0	#N/A										
29094_at		-6	0	12	14	6	1	#N/A										
5413_at	5-Sep	16	9	-4	10	-1	-4	#N/A										
AFFX-HUMISGF3A/M97935_MA_at		-5	-2	-1	11	10	-2	#N/A										
AFFX-r2-Bs-dap-M_at		11	12	3	12	4	11	#N/A										
59347_at		17	-5	9	17	4	-3	#N/A										
10609_at		7	3	7	11	6	8	#N/A										
55701_at		7	12	8	6	14	-1	#N/A										
51776_at		-1	17	9	3	-1	1	#N/A										
126987_at		4	10	-4	-6	10	14	#N/A										
AFFX-ThrX-5_at		4	12	0	12	7	16	#N/A										
AFFX-PheX-5_at		-6	-5	-1	0	8	14	#N/A										
29075_at		-6	14	-5	6	8	8	#N/A										
AFFX-r2-Ec-bioD-5_at		9	14	7	12	-3	-5	#N/A										
728361_at		7	11	17	9	-3	-1	#N/A										
100132129_at		15	15	13	-3	7	-6	#N/A										
10801_at	9-Sep	-3	9	0	5	6	13	#N/A										
AFFX-LysX-5_at		2	9	6	-5	2	9	#N/A										
AFFX-ThrX-M_at		14	-4	-1	17	2	17	#N/A										
644456_at		16	17	-3	10	9	-5	#N/A										
727726_at		2	-2	3	-1	10	8	#N/A										
AFFX-r2-Ec-bioB-5_at		6	10	8	12	9	-3	#N/A										
AFFX-DapX-3_at		-2	13	9	16	-3	7	#N/A										
729799_at		-6	6	7	14	-5	14	#N/A										
AFFX-HUMGAPDH/M33197_M_at		14	5	-5	-4	8	-1	#N/A										
51617_at		17	11	-3	-4	-6	3	#N/A										
654787_at		17	4	-4	15	7	2	#N/A										
100130862_at		5	-6	11	-3	6	-2	#N/A										
9738_at		9	-4	8	8	17	17	#N/A										
100133276_at		7	-6	-3	-2	10	-5	#N/A										
AFFX-r2-Hs28SrRNA-3_at		15	15	6	10	-4	6	#N/A										
154754_at		-5	-3	11	0	11	1	#N/A										
AFFX-r2-Bs-dap-3_at		0	10	17	-1	15	3	#N/A										
63928_at		4	1	3	3	3	4	#N/A										
645139_at		6	-6	-6	-4	-4	-4	#N/A										
AFFX-r2-Bs-phe-5_at		4	5	4	11	5	17	#N/A										
100129686_at		10	9	11	16	-6	8	#N/A										
AFFX-BioDn-5_at		8	14	-4	12	9	-4	#N/A										
79160_at		-6	10	6	-5	11	-2	#N/A										
AFFX-HSAC07/X00351_3_at		4	8	4	5	-2	12	#N/A										
AFFX-TrpnX-5_at		8	12	3	9	-1	12	#N/A										
100130134_at		8	6	3	-1	6	-4	#N/A										
51257_at	2-Mar	-5	11	14	-4	9	17	#N/A										
647070_at		2	17	10	2	10	-3	#N/A										
AFFX-r2-Bs-dap-5_at		13	10	7	11	-3	11	#N/A										
146227_at		17	5	8	10	-4	6	#N/A										
AFFX-r2-Bs-lys-M_at		-1	15	-5	13	0	5	#N/A										
AFFX-r2-Bs-lys-5_at		2	9	6	-1	-2	7	#N/A										
9757_at		16	3	-3	3	-2	13	#N/A										
64748_at		17	12	-5	12	-1	17	#N/A										
